50136	122.31	52.58	433	1.2	1.4	2.4	3.7	8	9.8	17.2	21	7.6	5.6	2.5	1.1
50246	124.43	52.21	361.9	1	1.1	2.2	4	7.3	10.2	13.9	13.5	10.1	5	2.4	2
50349	124.2	51.42	494.6	0.9	1.2	2.9	5.8	6.8	12.2	19	14.9	8.3	5.5	2.4	2
50353	126.39	51.43	177.4	1.4	1.2	3.2	7.1	9.1	15.2	20.4	16.5	9.8	5	3.6	2
50425	120.11	50.15	581.4	1	0.9	2.6	4.3	6.8	12.9	14.6	13.2	7.6	4.6	3	2
50434	121.41	50.29	732.6	0.7	1.2	1.9	4.5	8.1	10.7	19.9	15.8	8.6	5.5	3	1.4
50442	124.07	50.24	371.7	1.1	1	2.3	8	8.8	12.2	23.5	18.5	10.4	6.4	2.4	1.8
50468	127.27	50.15	166.4	1.5	1.1	2.4	7	10	13	28	20	15	8	2.4	1.7
50514	117.26	49.34	661.7	0.7	1.1	1.9	4.8	9.3	17.6	14.7	18.5	10.7	3.1	3	2
50527	119.45	49.13	610.2	1	1.3	2.2	4.3	9	15	14.3	19.2	12	8	5	1.7
50548	123.43	49.12	286.1	1.2	1	2	7	9	16	21	16.4	9.3	7.3	2.7	1.5
50557	125.14	49.1	242.2	2	2	2.5	5.6	9	11	22.3	18.2	16	10	2.5	1.5
50564	127.21	49.26	234.5	1.7	1.2	2.5	5.8	7.2	14.4	28.6	19.5	12.4	6.3	2.8	3
50603	116.49	48.4	554.2	2	2	1.5	3.3	9	10	17.7	18.2	8.5	3.8	1.7	2
50618	118.16	48.13	642	2	3	4	5	9	17	16	15	11	2.9	2.6	2
50632	121.55	48.46	739.7	2	2	1.9	5.1	7.7	13.7	15.4	25.3	8.2	5.4	1.9	1.5
50639	122.44	48	306.5	2	2	2.3	6.9	9.7	15.8	27.7	21.4	14.6	6.6	2.6	2
50656	126.31	48.17	269.7	2	3	3.5	7.6	12	20	27.5	20	18	7.2	3.1	1.9
50658	125.53	48.03	234.6	3	3	5	9	9.8	20.2	26.1	19.2	12	7.7	4	3
50727	119.57	47.1	1027.4	0.5	3	3	6	8.9	16	21	19	11	8	1.8	2
50742	124.29	47.48	162.7	1.2	0.9	2.6	6.7	9.9	13.7	24.9	14.6	16.7	8.3	2.6	2
50745	123.55	47.23	145.9	0.8	0.9	2.5	7.1	9.1	16.8	22.6	19.4	10	8.9	2.3	1.5
50756	126.58	47.26	239.2	0.9	1.5	2.8	7.3	11.1	24.5	15.9	20.8	13.9	7.2	2.4	1.5
50758	125.54	47.1	249.2	1	1.4	2.9	5.6	10	13.6	31.1	19.4	8.4	6.3	3.5	1.4
50774	128.55	47.44	240.9	3	3	5	6	9	16	24	20	12	10	3.3	2
50775	130.2	47.22	227.9	2	1.4	4.4	7.5	9.9	18.6	21.9	22.5	14.9	10.3	3.7	2.1
50788	131.59	47.14	64.2	2.1	1.9	3.1	8	10.3	13.4	19.1	25	19	12	5	3.1
50834	121.13	46.36	499.7	2	3	5	8	8.6	12.9	19	21	9.8	7.1	2	3
50838	122.03	46.05	274.7	1	2	1.9	8	8.5	20	29.9	19.7	9.8	7.2	2.2	2
50844	123.25	46.24	149.5	1	2	3	8.6	10	21	22	24	12.4	6	2.6	2
50853	126.58	46.37	179.6	1.3	6	6	11	17	21	21.4	21	9.9	6.2	2.9	2
50854	125.19	46.23	149.3	2	3	5	7.1	9	14.3	25.3	21.2	11	8	2.5	1.5
50862	128.01	46.59	210.5	1	2.2	3	4.6	6.7	13	27	19.5	12.4	6.5	3.6	2.2
50873	130.17	46.49	81.2	2.8	1.7	3.3	7	9	12	22.9	17.9	16	10	2.5	3.3
50877	129.35	46.18	100.1	1.3	1.7	3.1	5.8	8.4	12.1	28.8	19.2	9.4	8	3.7	1.6
50888	132.11	46.19	83	3.8	1.3	2.9	8.2	8	14.4	25	22	16.3	7.8	5.5	2.4
50915	116.58	45.31	838.7	0.8	0.8	2.3	3.4	5.7	12	14.4	12.2	10	8	1.5	1.2
50936	122.5	45.38	155.2	0.6	0.6	2.5	10	12	19	22.8	22.1	15	11	3	1.2
50948	124.01	45	146.3	0.9	1	2.7	7.6	8.9	14.7	28.8	21.5	8.5	6.5	3.1	1.4
50949	124.5	45.07	134.7	1	1.1	8	10	12	15	23.6	18.3	10.1	7.5	3.2	2.1
50950	125.15	45.42	148.7	4	5	7	9	12	16.4	33	27.3	10.3	6.2	2.5	1.5
50953	126.46	45.45	142.3	3	5	6	8	11	15	27.8	21.7	14	9	6	5
50963	128.44	45.58	108.6	4	6	5	10	11	18	26.5	20.1	9.9	6.7	3.2	1.4
50968	127.58	45.13	189.7	1.4	2.3	3.6	6.7	7.9	15.6	28.6	24.7	18.6	10.3	4.3	2.4
50978	130.57	45.17	238.3	4	5	7	9	11	14	23.8	16.7	10.8	9.3	6	3.4
50983	132.58	45.46	100.2	5	6	8	10	12	13.7	20.3	21	15.5	9.1	6.2	3.6
51053	86.24	48.03	532.6	1.5	1.8	2.8	4.3	4.5	9.4	6.8	5.8	3.6	3.3	4.4	2.5
51059	85.52	47.26	984.1	4	5	6	7	11	11	11	11	10	8	3.4	1.7
51068	87.28	47.07	500.9	1.5	1.1	4	6	8	10	10	10	10	8	7	1.6
51076	88.05	47.44	735.3	3	2.9	2.6	8	9	10	12	5.6	4.3	3.4	4.3	4.9
51087	89.31	46.59	807.5	2.6	2.8	3	7	6	10	12	8	8	6	4.4	4.6
51133	83	46.44	534.9	3.1	3.7	5.1	7.5	7.3	10	7.8	11	11	10	6.7	3.8
51156	85.43	46.47	1291.6	1.3	1.5	2.1	2.9	4.2	6.8	11.1	8	6	6	1.5	1.8
51186	90.23	46.4	1218.2	1.9	2.6	2.2	3.9	7	9	12	11	7.4	3.4	3.8	2.5
51232	82.35	45.11	284.8	4.3	6.6	7	7	8	10	10	10	10	9	8	5
51241	83.36	45.56	1077.8	1.2	1.1	3.1	3.2	7.3	6.8	7.4	5.7	5.8	4.4	3.7	2
51243	84.51	45.37	449.5	3	4	5	8	10	11	11	9	9	8	6	2
51288	90.32	45.22	1653.7	1.3	1.5	2.1	4.3	4.6	7.4	12.4	5.5	5.5	2.7	3.4	1.9
51330	81.01	44.58	1354.6	2.3	2.3	3.4	5.5	6.6	6.8	8.1	7.2	9	4.7	2.5	2.6
51334	82.54	44.37	320.1	1	1.8	2.7	3.2	6.1	8	9	8	4.2	3.3	2.2	1.9
51346	84.4	44.26	478.7	2	2.1	3.7	4.4	6.8	5.7	5.9	6.6	7.2	5.3	3.1	2.2
51356	86.03	44.19	442.9	3.3	3.3	4.5	6	9	10	12	11	10	6	4.7	2.3
51365	87.32	44.12	440.5	1.4	1.9	5	6	9	10	12	11	10	4.7	3	1.7
51379	89.34	44.01	793.5	2	3	4	5	7	9	11	12	9	7	4	2.1
51431	81.2	43.57	662.5	3.9	3.6	3.9	5.3	5.9	6.7	11.6	4.2	5.1	5.5	6.1	4
51437	81.08	43.09	1851	1.5	2.2	3.2	6.5	9.6	11.2	11.6	7.6	6.8	5.1	3.4	1.9
51463	87.37	43.47	917.9	2.7	3.5	3.8	6.3	9.8	10.7	9.5	9.9	6.6	5	3.5	3
51467	86.18	42.44	1739	2	2	2.6	5.6	8.5	11.7	13.9	13.8	8.4	3.8	0.8	0.6
51477	88.19	43.21	1103.5	0.7	0.8	1.3	1.5	3.2	8.3	10.7	5.7	8.1	1.5	0.9	1
51495	91.38	43.29	873.2	0.5	0.1	3	5	6	8	11	11	8	6	4	2
51526	88.13	42.14	922.4	0.7	1	3	5	7	8	9	8	6	6	4	0.4
51542	84.09	43.02	2458	0.8	1.6	2.1	3.1	6.4	6.7	9.4	7.2	6	1.6	1.8	1.8
51567	86.34	42.05	1055.3	1.1	2.4	2.4	3.5	7.4	6.4	7.6	6.3	5.8	3.8	1.7	1.2
51573	89.12	42.56	34.5	0.9	1	3.4	5	5	7	6	5	5	5	1.5	1
51628	80.14	41.1	1103.8	2	3	5	6	7	11	11	10	8	7	4	2.8
51633	81.54	41.47	1229.2	1.7	2.9	4	4.1	7.2	7	7.9	6.8	4.9	6	3.1	1.5
51642	84.15	41.47	976.1	1.3	1.5	2.3	3.5	5.4	9.1	7.3	7.1	3.7	2	2.9	1.3
51644	83.04	41.43	1081.9	3	3	4	5	8	9	9	9	8	7	5	3
51656	86.08	41.45	931.5	1	2.2	2.5	1.8	5.5	5.4	6.8	3.5	3.9	3.6	3	1.2
51701	75.24	40.31	3504.4	0.9	1.1	2.4	4.4	6.9	6.2	8.6	8.2	4.6	3.3	2.3	1.7
51705	75.15	39.43	2175.7	1.4	2.7	6.2	5.6	7.9	7.2	8.1	6.7	7.1	4.8	2.7	1.5
51709	75.59	39.28	1288.7	3	5	7	8	9.9	11	11	11	9	7	6	5
51711	78.27	40.56	1984.9	1	2.3	3.8	6.2	9.3	9	9	8.5	9	4.7	3.3	1.4
51716	78.34	39.48	1116.5	0.7	1.2	1.9	4.5	4.4	6.6	6.1	5.6	3.6	3.6	0.9	0.9
51720	79.03	40.3	1161.8	1.1	2.1	4.1	4.1	5.2	9	7.1	7.5	3.4	3.4	0.6	0.7
51730	81.03	40.3	1012.2	0.5	0.6	1.7	1.2	5.6	5.5	5.6	5	5.2	2.6	0.9	1.5
51747	83.4	39	1099.3	0.5	0.1	0	1.1	2.5	5	5	5	4	0.1	0.1	0.1
51765	87.42	40.38	846	0.6	0.1	1.8	2.9	4.4	5.5	5.9	6.5	2.4	1.5	1.5	0.6
51777	88.1	39.02	888.3	0.8	0.7	1.2	6	8	11	16	11	1.8	0.6	1.1	0.8
51804	75.14	37.47	3090.9	2.1	1.4	1.8	2.4	7	12	11	9	8	1.6	0.9	2
51811	77.16	38.26	1231.2	1.1	2	4.1	6.1	5	6.4	7.8	7.8	3.9	2.2	2.2	0.9
51818	78.17	37.37	1375.4	1.7	1.9	3.1	4.7	6	4	4.8	4.2	4.1	3.1	0.7	0.9
51828	79.56	37.08	1374.5	1.1	1.5	2.3	2.7	3.8	5.1	4.7	4	2.6	2	0.6	1.3
51839	82.43	37.04	1409.3	0.8	0.9	1.4	5.6	7	6.2	5.4	4	4.2	1.4	0.2	0.8
51855	85.33	38.09	1247.5	0.5	0.6	1.4	2.7	3.5	3.8	6.9	3.2	0.9	0.2	0.3	0.5
51886	90.51	38.15	2944.8	0.8	0.5	0.9	1.6	2.8	4.3	3.1	3.1	1.8	0.7	0.3	0.4
51931	81.39	36.51	1422	1.1	1.2	1.7	7.5	7.1	5.6	7.1	5.3	5.5	1.7	0.5	0.7
52101	93	43.36	1650	1.3	1.3	2.7	4.8	4.8	8.4	9.7	8.2	7.1	4.2	2.3	1.4
52118	94.42	43.16	1728.6	0.6	0.7	3.2	2.6	5.3	6	7.8	5.5	3.1	2.9	1.6	0.7
52203	93.31	42.49	737.2	1.2	1.3	1.6	3.8	3.6	3.6	5.3	2.9	2.3	3.3	3.1	1.3
52267	101.04	41.57	940.5	0.3	0.6	1.8	1.2	3.1	5	6	7	6	5.4	0.7	0.2
52313	94.4	41.32	1700	0.6	0.8	1.2	3	3.3	4.8	6.2	4.4	3.2	1.4	1.7	0.5
52323	97.02	41.48	1770.1	0.4	0.6	1.2	2.5	4.3	6.3	7.3	5.7	3.5	1.2	1.1	1
52378	102.22	41.22	960	0.3	0.5	1.3	1.8	3.5	3.5	5.5	5.8	2.7	3.8	0.9	0.5
52418	94.41	40.09	1139	0.8	0.7	2	3.5	3.5	5.6	5	3	1.7	1.2	1.4	0.6
52424	95.46	40.32	1170.8	0.6	0.7	2.7	2.9	2.7	4.5	5	4	2.6	2	1.3	0.9
52436	97.02	40.16	1526	0.7	1.1	2.6	2.6	5.4	4.9	4.6	3.5	4.3	2.6	1.3	1.1
52446	99.31	40.18	1177.4	0.9	0.9	2.8	2.4	2.7	3.4	6.8	4.1	3.8	2.1	1.1	0.4
52447	98.54	40	1270.2	0.8	1	2.5	3.7	4.1	2.9	7	3.5	3.3	1.4	1.3	0.4
52495	104.48	40.1	1323.9	0.7	0.6	1.2	2.8	4.3	7.6	8.3	9.2	5.8	2.3	1.9	0.3
52533	98.29	39.46	1477.2	0.8	1	2.4	3.2	7.3	5.4	7.4	8.7	5.8	1.6	1.2	0.8
52546	99.5	39.22	1332.2	1	0.8	3.3	3.8	7.2	4.8	9	7	5.6	2.4	1.5	0.9
52576	101.41	39.13	1510.1	0.5	0.6	1.6	2.7	4.2	7.6	9.2	8.3	4.8	4.2	2	0.6
52602	93.2	38.45	2770	2	3	3	4	4	5	7	9	7	5	4	3
52633	98.25	38.48	3367	0.6	0.9	1.3	2.2	4.8	7.1	7.7	7.6	5.8	2	0.8	0.5
52645	99.35	38.25	3320	0.7	0.9	1.9	3.2	5.1	5.6	8.5	8.3	6.6	3.4	1.2	0.6
52652	100.26	38.56	1482.7	0.8	0.8	2.1	2.9	4.8	6.1	6.9	6.2	5.2	2.5	2	0.9
52657	100.15	38.11	2787.4	0.5	0.7	2.1	3.5	5.2	6.5	9.6	7.6	7.5	3.5	1.1	0.8
52661	101.05	38.48	1764.6	0.9	1.1	1.6	3.2	4.7	9.8	9.6	8.3	6.4	3.8	2.2	0.8
